date,usd_news_volume,eur_news_volume,gbp_news_volume,jpy_news_volume
2016-06-10,2.5897,14.9162,6.9707,4.8755
2016-06-11,15.0059,11.3693,22.3659,6.8994
2016-06-12,16.0641,0.1942,15.4211,9.165
2016-06-13,11.5627,18.7004,20.5085,22.0299
2016-06-14,18.6382,9.3437,25.7015,24.2258
2016-06-15,6.6482,4.8691,11.4868,11.0449
2016-06-16,13.5785,0.0,13.4123,11.6061
2016-06-17,7.9082,18.0332,12.6012,8.1184
2016-06-18,11.5063,15.4086,4.9925,5.7073
2016-06-19,15.0025,13.6372,13.2135,18.3575
2016-06-20,8.2472,19.4944,16.9546,13.6644
2016-06-21,10.7761,15.8855,15.4018,12.7513
2016-06-22,21.3877,24.4377,19.4516,9.3559
2016-06-23,8.1421,4.0628,9.149,19.2263
2016-06-24,26.7753,22.4241,19.3164,20.0801
2016-06-25,9.1169,6.6819,21.1117,17.4336
2016-06-26,17.4145,13.6186,12.2789,7.4927
2016-06-27,27.2078,18.7569,21.4704,19.0474
2016-06-28,0.7077,16.199,13.8826,14.5228
2016-06-29,6.2127,10.425,17.5057,11.8325
2016-06-30,11.7093,11.941,13.681,9.5972
2016-07-01,6.6394,11.1719,1.1784,10.1273
2016-07-02,16.6212,25.5401,8.8277,9.1129
2016-07-03,11.7455,13.189,17.66,15.7523
2016-07-04,15.1984,10.0604,14.4438,15.3343
2016-07-05,7.9776,9.9864,6.4801,9.9143
2016-07-06,13.7519,3.9016,12.9911,8.2747
2016-07-07,8.9132,15.0509,8.5784,1.275
2016-07-08,7.2081,4.104,5.7823,0.0
2016-07-09,12.7061,11.9376,18.6646,3.6941
2016-07-10,12.3274,12.4089,12.8899,18.8531
2016-07-11,3.8195,9.5744,13.8249,10.1206
2016-07-12,7.9682,5.2072,2.0557,10.2137
2016-07-13,3.1976,2.0942,8.5872,6.8365
2016-07-14,6.4523,13.3302,12.1726,0.0
2016-07-15,15.1765,0.5186,0.0,0.0
2016-07-16,19.1211,14.9433,13.0488,15.6175
2016-07-17,13.1353,18.027,20.4765,15.4431
2016-07-18,10.4928,0.0,10.273,3.373
2016-07-19,1.8073,6.249,2.9902,5.6923
2016-07-20,0.0,0.0,0.0,3.6341
2016-07-21,0.0,9.0085,9.6743,5.4985
2016-07-22,0.0,0.0,9.8334,0.7204
2016-07-23,13.0079,18.2293,8.9421,19.6755
2016-07-24,14.8576,20.2946,8.7459,12.6116
2016-07-25,13.4536,9.3786,6.1977,0.0
2016-07-26,6.9507,6.5727,8.4629,1.4611
2016-07-27,3.9215,3.8605,3.5216,3.2747
2016-07-28,9.0145,1.9853,8.2639,9.8375
2016-07-29,0.0,11.0669,0.1611,3.5004
2016-07-30,15.9435,11.268,4.192,13.8347
2016-07-31,18.6198,9.5801,12.646,8.5221
2016-08-01,0.0,7.8136,4.8029,8.4142
2016-08-02,11.47,1.7705,4.372,2.4914
2016-08-03,6.7503,0.3075,0.0,4.5576
2016-08-04,2.3831,0.0,0.0,11.8605
2016-08-05,6.2231,0.6446,0.4887,5.603
2016-08-06,26.1189,14.3519,19.2537,6.6242
2016-08-07,15.6748,15.9809,21.0465,5.9179
2016-08-08,4.4498,7.9652,9.1473,2.8871
2016-08-09,1.1294,6.0607,0.0,0.0
2016-08-10,0.0,3.0021,0.0,7.1992
2016-08-11,7.6051,2.4625,5.9366,3.6647
2016-08-12,0.0,5.8275,6.4522,4.1036
2016-08-13,15.1233,21.1283,16.7663,11.2317
2016-08-14,12.3772,15.397,4.6951,23.4724
2016-08-15,6.0251,1.2845,0.0,17.8432
2016-08-16,6.427,0.0,4.6102,3.3657
2016-08-17,9.3345,0.0,6.5829,5.912
2016-08-18,0.5634,6.4449,6.9501,3.6006
2016-08-19,1.6418,5.8811,3.7124,1.6927
2016-08-20,9.8716,17.6523,16.4194,10.6051
2016-08-21,12.544,14.1222,15.1898,9.3406
2016-08-22,6.1421,11.2903,7.6837,0.0
2016-08-23,8.1901,1.9846,5.9695,6.4314
2016-08-24,1.2491,10.6363,6.1886,3.2616
2016-08-25,10.4527,5.911,4.7628,0.0
2016-08-26,12.9101,3.0901,6.5383,8.3562
2016-08-27,16.8326,17.7281,17.1884,14.5742
2016-08-28,24.1494,16.8136,16.1028,21.4988
2016-08-29,1.2976,6.9514,7.0707,7.0322
2016-08-30,0.0,5.8177,12.1249,0.0
2016-08-31,0.0,5.6297,7.145,0.0
2016-09-01,13.381,17.8426,2.6558,2.3034
2016-09-02,7.1331,9.7826,8.2794,0.7358
2016-09-03,14.4875,18.3796,7.9345,19.4813
2016-09-04,16.1653,15.3245,9.3584,14.7211
2016-09-05,9.138,19.8013,16.4447,20.4339
2016-09-06,16.1445,6.5057,6.4977,0.0
2016-09-07,4.453,3.938,0.0,8.6333
2016-09-08,5.1289,3.0641,2.6678,8.1869
2016-09-09,14.9952,10.9618,8.336,1.2752
2016-09-10,17.1705,0.0,12.3321,21.3786
2016-09-11,15.8849,15.8185,19.4835,15.2328
2016-09-12,4.2325,5.7425,11.7174,10.1451
2016-09-13,14.1996,19.8056,11.7467,7.5178
2016-09-14,21.6467,12.3333,9.5068,18.6128
2016-09-15,16.462,3.7901,2.9866,3.8056
2016-09-16,16.4364,8.221,15.5714,12.6309
2016-09-17,12.2094,9.5349,17.726,18.8685
2016-09-18,9.8174,17.1325,11.2321,9.8946
2016-09-19,8.059,10.1427,12.286,18.6048
2016-09-20,9.4968,14.0074,8.8671,10.3759
2016-09-21,11.127,1.7016,4.2205,8.9255
2016-09-22,0.0,4.0857,6.0918,0.0
2016-09-23,11.9306,0.0,0.5753,14.8715
2016-09-24,13.9754,18.2729,13.0467,8.6427
2016-09-25,12.6311,17.3598,15.3728,19.8899
2016-09-26,2.227,9.7666,4.7903,2.3137
2016-09-27,0.0,5.3922,8.7295,2.2891
2016-09-28,8.5346,6.4926,13.7641,8.3625
2016-09-29,7.0015,14.6566,2.8635,11.7727
2016-09-30,0.0,4.2169,0.0,0.0
2016-10-01,8.2901,15.4587,4.7568,20.2178
2016-10-02,13.0865,9.3348,14.0131,19.9904
2016-10-03,14.3682,1.6818,2.7073,1.3333
2016-10-04,4.8067,6.5938,7.144,14.0979
2016-10-05,0.0,10.7542,5.8975,0.0
2016-10-06,3.8019,3.7492,0.0,1.9067
2016-10-07,4.5371,4.7212,0.0,8.2958
2016-10-08,1.281,12.731,16.2451,10.4976
2016-10-09,14.494,12.0917,15.4426,16.0846
2016-10-10,4.6101,7.2396,3.6357,6.9702
2016-10-11,11.9379,0.9705,0.1711,7.5215
2016-10-12,18.4494,15.6093,11.5616,13.3666
2016-10-13,15.898,6.938,16.6246,9.1233
2016-10-14,8.1457,13.0997,10.8801,10.6478
2016-10-15,9.2328,8.4155,10.5281,20.4978
2016-10-16,27.6323,18.1097,14.9882,18.7189
2016-10-17,9.9086,12.9722,2.7819,13.5426
2016-10-18,8.4177,10.2691,13.6379,2.6022
2016-10-19,7.0446,2.1931,7.5744,9.7892
2016-10-20,7.2583,7.5156,0.0,1.8754
2016-10-21,4.9886,0.0,4.207,0.0
2016-10-22,11.8972,13.5016,17.082,14.4069
2016-10-23,12.0312,19.9125,13.1002,10.244
2016-10-24,5.1116,9.2588,3.8958,9.2284
2016-10-25,3.1564,5.9495,0.0,9.9462
2016-10-26,3.3698,2.06,9.7668,0.0
2016-10-27,8.989,11.6848,5.2145,4.3153
2016-10-28,8.3104,9.6822,0.0,2.2864
2016-10-29,22.2854,3.1639,12.9092,12.4523
2016-10-30,1.5106,18.6786,19.6712,17.0413
2016-10-31,16.2257,10.647,8.8335,9.5567
2016-11-01,19.038,18.8199,21.4975,9.8588
2016-11-02,3.474,8.3646,15.9858,20.3418
2016-11-03,15.88,1.71,19.2873,6.0692
2016-11-04,16.3209,19.5735,17.5361,24.3625
2016-11-05,7.7279,16.2233,14.424,12.044
2016-11-06,10.8764,6.3121,13.4483,14.3749
2016-11-07,7.4587,8.1191,11.5002,10.3747
2016-11-08,21.8137,26.8284,15.7067,20.7668
2016-11-09,11.8028,5.5964,2.4452,0.9695
2016-11-10,13.9716,11.2687,2.2344,7.6725
2016-11-11,10.4472,3.5856,1.2229,9.4761
2016-11-12,9.1202,4.314,24.9937,6.7105
2016-11-13,12.1429,13.9142,17.4172,10.166
2016-11-14,9.7072,5.9323,8.7828,6.5195
2016-11-15,0.0,3.7518,0.4636,1.3179
2016-11-16,9.792,5.6539,9.3438,2.1491
2016-11-17,4.5224,7.0453,5.1411,3.9747
2016-11-18,3.1701,4.2936,6.115,8.2921
2016-11-19,18.3203,8.4454,9.8824,13.0519
2016-11-20,16.9868,17.1964,15.5668,20.1576
2016-11-21,2.6547,0.0,2.3404,0.0
2016-11-22,10.2426,0.0,0.6179,0.0
2016-11-23,0.0,8.169,8.1437,14.1049
2016-11-24,17.8451,17.3006,7.0769,11.4757
2016-11-25,7.3163,4.0638,7.1747,0.0
2016-11-26,13.2177,7.7882,18.1879,6.0552
2016-11-27,16.3961,11.2259,10.3672,20.141
2016-11-28,0.0,4.1383,1.3504,3.7455
2016-11-29,9.7323,0.0,3.997,3.8436
2016-11-30,4.7723,2.0017,7.107,4.9008
2016-12-01,4.0893,9.9646,5.9386,11.7676
2016-12-02,12.0159,13.9074,8.9387,5.8733
2016-12-03,11.2437,12.6683,23.5804,26.4857
2016-12-04,7.7232,18.5479,12.2269,15.4343
2016-12-05,0.0,0.0,0.0,9.3878
2016-12-06,6.633,6.9002,7.7326,7.6292
2016-12-07,0.0,0.1679,12.6042,4.0054
2016-12-08,13.5326,6.2954,6.7225,1.8238
2016-12-09,0.0,2.3098,0.0,5.2084
2016-12-10,23.2477,21.3675,14.146,17.316
2016-12-11,15.8206,10.3933,9.1728,11.9025
2016-12-12,4.2751,7.8967,7.9729,5.5904
2016-12-13,2.1428,3.4699,0.0,11.0485
2016-12-14,7.5021,4.7149,4.0058,15.8562
2016-12-15,4.7744,4.0433,0.0,9.2345
2016-12-16,9.6769,0.0,4.7946,13.4742
2016-12-17,15.3366,14.695,12.9338,11.6186
2016-12-18,15.517,14.4522,15.6493,18.2749
2016-12-19,1.6762,4.7004,3.606,10.1868
2016-12-20,2.856,3.5632,0.0,0.0
2016-12-21,4.435,6.886,6.0304,0.468
2016-12-22,0.0,7.7311,2.8697,11.8031
2016-12-23,0.0,0.0,0.0,0.0
2016-12-24,18.4818,19.1093,25.9701,8.0598
2016-12-25,15.6198,8.8338,17.1476,22.4054
2016-12-26,13.8455,17.7047,13.9992,20.7493
2016-12-27,3.9671,6.9736,10.9509,6.0355
2016-12-28,6.9181,0.0,14.3892,4.9516
2016-12-29,3.0524,6.2161,5.0244,3.5586
2016-12-30,2.7706,4.3197,8.3991,8.0719
2016-12-31,15.7447,10.9716,9.8255,22.6645
2017-01-01,9.8736,21.5197,0.0,15.9583
2017-01-02,16.8067,11.4971,0.0,25.6003
2017-01-03,0.0,1.0123,0.0,0.5545
2017-01-04,8.8303,4.063,0.0,3.5862
2017-01-05,5.8028,6.8678,0.0,1.5745
2017-01-06,4.2441,2.2557,0.0,0.0
2017-01-07,19.6789,20.5973,0.0,14.0
2017-01-08,23.0928,17.4203,0.0,16.8521
2017-01-09,8.3621,0.0,0.0,5.9114
2017-01-10,0.0,0.5478,0.0,14.0474
2017-01-11,0.0,0.0732,0.0,5.2047
2017-01-12,0.139,5.6599,0.0,9.0138
2017-01-13,2.9721,0.0,0.0,3.1721
2017-01-14,17.3538,27.5105,0.0,23.1557
2017-01-15,11.1367,17.4206,0.0012,26.7577
2017-01-16,15.6993,15.5098,0.0,17.4209
2017-01-17,0.0,9.6196,0.0003,0.0
2017-01-18,1.4835,16.2594,0.0003,1.7971
2017-01-19,0.0,9.3027,0.0,6.3587
2017-01-20,0.0,8.0072,0.0,5.5456
2017-01-21,8.007,15.4189,0.0,18.2576
2017-01-22,9.8861,14.0578,0.0,17.0665
2017-01-23,8.844,1.1968,0.0,3.6107
2017-01-24,0.0,0.0,0.0001,0.0
2017-01-25,15.4325,0.0,0.0,4.2763
2017-01-26,4.4924,0.0,0.0001,11.3008
2017-01-27,2.882,1.5785,0.0,7.0575
2017-01-28,10.4737,6.3421,0.0,17.439
2017-01-29,18.267,15.72,0.0,19.9133
2017-01-30,0.8472,3.5437,0.0,1.87
2017-01-31,4.485,4.6096,0.0,1.3336
2017-02-01,16.4306,1.0195,0.0,0.0
2017-02-02,3.313,19.1776,0.0003,3.1669
2017-02-03,8.2345,9.2887,0.0002,0.3781
2017-02-04,11.2496,8.5428,0.0002,20.8068
2017-02-05,14.5905,15.9298,0.0,12.3888
2017-02-06,11.886,0.0,0.0,0.0
2017-02-07,0.0,0.0,0.0001,12.6361
2017-02-08,12.203,0.0,0.0001,0.8838
2017-02-09,5.9045,4.5268,0.0001,3.1334
2017-02-10,0.0,0.0,0.0,4.5816
2017-02-11,17.9275,19.6046,0.0,9.082
2017-02-12,19.6282,19.7344,0.0,20.9429
2017-02-13,5.7331,9.4936,0.0001,5.8097
2017-02-14,0.0,0.0,0.0,9.9673
2017-02-15,0.212,6.2246,0.0,0.4516
2017-02-16,2.3246,6.7245,0.0,4.0578
2017-02-17,2.8229,0.8242,0.0,3.3919
2017-02-18,17.8688,10.9066,0.0,16.0849
2017-02-19,15.654,22.8131,0.0,7.4924
2017-02-20,8.0887,15.9029,0.0,15.3196
2017-02-21,5.2049,6.4837,0.0,0.0
2017-02-22,6.5879,0.0,0.0,5.3267
2017-02-23,6.2932,0.0,0.0,0.0
2017-02-24,8.5718,0.3207,0.0001,0.0
2017-02-25,18.9351,14.1454,0.0,18.8582
2017-02-26,17.0614,9.4444,0.0,12.0313
2017-02-27,3.66,3.9617,0.0001,0.0
2017-02-28,0.0,0.0,0.0001,11.4936
2017-03-01,6.7708,0.0,0.0,6.2608
2017-03-02,4.6686,6.9847,0.0,7.9906
2017-03-03,3.8324,5.4935,0.0,1.6433
2017-03-04,8.3817,12.8061,0.0,28.1636
2017-03-05,9.3602,9.6766,0.0,11.7429
2017-03-06,8.121,0.0,0.0,11.5777
2017-03-07,2.9429,1.2744,0.0,2.8339
2017-03-08,7.1057,6.9208,0.0,0.0
2017-03-09,4.438,8.9376,0.0,6.7106
2017-03-10,3.575,0.9436,0.0,5.0001
2017-03-11,19.4569,8.998,0.0,9.5089
2017-03-12,12.1852,16.1047,0.0,10.1544
2017-03-13,3.4854,0.0,0.0,2.8813
2017-03-14,1.985,1.7051,0.0001,6.0451
2017-03-15,1.213,10.0118,0.0002,0.0
2017-03-16,1.2686,6.95,0.0002,8.08
2017-03-17,4.0203,3.6995,0.0001,0.4371
2017-03-18,12.3717,8.4059,0.0,8.1067
2017-03-19,21.0442,15.8224,0.0,19.4708
2017-03-20,0.0,8.3044,0.0,2.8731
2017-03-21,3.5932,2.6494,0.0001,10.6084
2017-03-22,2.7911,11.7454,0.0001,7.1796
2017-03-23,12.6462,11.875,0.0,5.4037
2017-03-24,6.1765,13.5124,0.0,4.4301
2017-03-25,19.9247,16.2917,0.0,17.179
2017-03-26,7.3377,17.7024,0.0,12.6978
2017-03-27,5.9036,11.6393,0.0004,0.3055
2017-03-28,7.6976,5.4865,0.0,6.299
2017-03-29,3.5114,0.5938,0.0,2.3775
2017-03-30,8.5905,1.0204,0.0,3.4309
2017-03-31,1.8051,5.5843,0.0,9.8385
2017-04-01,21.8122,8.3127,0.0,14.1961
2017-04-02,26.26,14.0492,0.0,14.8406
2017-04-03,2.591,9.8879,0.0,1.4069
2017-04-04,1.3755,0.0,0.0,5.7567
2017-04-05,12.3655,12.771,0.0,6.8477
2017-04-06,12.3166,10.0306,0.0,8.9226
2017-04-07,2.4571,2.7726,0.0002,2.1757
2017-04-08,12.6645,17.4824,0.0,12.4764
2017-04-09,13.3565,14.7812,0.0,18.7262
2017-04-10,0.0,12.8257,0.0,7.9368
2017-04-11,3.4693,12.976,0.0,3.5315
2017-04-12,3.9936,2.0139,0.0,15.547
2017-04-13,5.4336,12.2089,0.0,0.7804
2017-04-14,14.592,13.7373,0.0,18.6869
2017-04-15,15.9365,15.1796,0.0,8.4394
2017-04-16,22.518,11.1246,0.0,24.1944
2017-04-17,2.5133,16.2458,0.0,0.0
2017-04-18,12.1004,12.3791,0.0001,12.94
2017-04-19,6.8023,4.1733,0.0,7.464
2017-04-20,6.5644,0.1386,0.0001,4.9787
2017-04-21,10.8384,5.5359,0.0,8.3913
2017-04-22,9.1519,16.938,0.0004,17.925
2017-04-23,16.6775,15.9665,0.0,10.2435
2017-04-24,3.1436,8.577,0.0013,0.0
2017-04-25,4.6648,6.1522,0.0001,5.4506
2017-04-26,3.7708,7.1728,0.0,0.0
2017-04-27,13.9352,3.293,0.0045,0.0
2017-04-28,0.0,0.0,0.0001,17.4876
2017-04-29,12.1105,13.787,0.0002,9.9254
2017-04-30,11.6498,20.0659,0.0002,20.5045
2017-05-01,0.0,1.0612,0.0,0.0
2017-05-02,0.0,4.4869,0.0,4.5167
2017-05-03,8.0389,0.5001,0.0001,5.3656
2017-05-04,8.8972,0.0,0.0,7.4395
2017-05-05,0.0,1.3275,0.0003,0.943
2017-05-06,10.6037,16.3107,0.0,24.7099
2017-05-07,17.1225,11.487,0.0002,11.8188
2017-05-08,0.0,0.0,0.0,2.0277
2017-05-09,4.2795,0.0,0.0001,2.3413
2017-05-10,2.4694,7.051,0.0001,0.0
2017-05-11,0.0,0.5128,0.0001,0.5557
2017-05-12,9.4506,8.9769,0.0,2.5207
2017-05-13,23.7449,22.4092,0.0002,12.6049
2017-05-14,11.7015,14.3602,0.0,26.9701
2017-05-15,0.0,0.0,0.0003,0.0
2017-05-16,3.4824,0.0,0.0,7.9501
2017-05-17,10.4418,1.4094,0.0001,13.0518
2017-05-18,10.7978,0.6359,0.0,7.4358
2017-05-19,13.9939,10.8352,0.0,0.0
2017-05-20,13.8807,15.3446,0.0,10.9242
2017-05-21,10.774,16.7135,0.0003,12.1756
2017-05-22,0.0,0.0,0.0,0.0
2017-05-23,0.0,0.0,0.0001,0.0
2017-05-24,1.0308,5.6319,0.0,0.0
2017-05-25,10.1285,2.5895,0.0,7.8851
2017-05-26,0.0,0.1749,0.0,4.0033
2017-05-27,15.8844,17.5897,0.0,18.6953
2017-05-28,14.6834,22.9445,0.0,17.7096
2017-05-29,20.7074,13.6603,0.0,15.6003
2017-05-30,14.3206,2.0328,0.0,8.9893
2017-05-31,0.0,2.6897,0.0,0.0
2017-06-01,0.0,12.9803,0.0,1.5531
2017-06-02,6.0502,0.0,0.0001,4.5647
2017-06-03,18.1749,18.1816,0.0,8.1594
2017-06-04,23.999,14.1915,0.0,30.2484
2017-06-05,4.1841,4.0983,0.0001,1.4073
2017-06-06,0.0,0.0,0.0001,2.491
2017-06-07,4.6528,1.4547,0.0,7.9839
2017-06-08,6.9303,4.9439,0.0,5.9616
2017-06-09,6.2234,17.6856,0.0,2.3114
2017-06-10,17.3018,18.8056,0.0005,15.4161
2017-06-11,20.0988,10.5251,0.0005,7.2447
2017-06-12,9.0008,1.0355,0.0,0.372
2017-06-13,8.6511,0.0,0.0,4.3264
2017-06-14,5.283,0.0,0.0,4.2589
2017-06-15,1.5573,0.7425,0.0,8.4988
2017-06-16,2.4195,5.3501,0.0,1.0834
2017-06-17,20.798,8.3943,0.0,7.829
2017-06-18,10.6808,20.0079,0.0,20.0491
2017-06-19,3.5157,4.1112,0.0001,8.8528
2017-06-20,0.3719,0.0,0.0001,6.8298
2017-06-21,2.3327,1.4813,0.0,1.3708
2017-06-22,8.2141,9.8135,0.0,7.0438
2017-06-23,2.152,4.8642,0.0002,18.341
2017-06-24,14.9976,14.8094,0.0,15.3412
2017-06-25,7.9662,13.577,0.0,8.2068
2017-06-26,4.7646,1.4164,0.0,0.0
2017-06-27,5.8379,0.0517,0.0003,5.7378
2017-06-28,12.0263,0.0,0.0003,0.0
2017-06-29,1.5882,13.338,0.0005,3.9741
2017-06-30,3.8694,3.5502,0.0,4.6753
2017-07-01,16.0124,16.7562,0.0,22.4411
2017-07-02,22.6527,14.4759,0.0003,21.3164
2017-07-03,2.3515,0.0,0.0002,7.1509
2017-07-04,16.1606,13.8358,0.0,3.9521
2017-07-05,5.6635,0.0,0.0,7.2293
2017-07-06,5.5558,16.0081,0.0,8.1503
2017-07-07,0.5551,0.0,0.0,4.0669
2017-07-08,15.7359,9.6056,0.0,6.1144
2017-07-09,20.1336,12.5642,0.0,10.8816
2017-07-10,0.0,9.1188,0.0,0.0
2017-07-11,3.0442,2.4519,0.0005,0.0
2017-07-12,0.0,0.0,0.0,1.5626
2017-07-13,7.0085,7.305,0.0,0.0
2017-07-14,0.0,4.1581,0.0,13.6296
2017-07-15,11.9709,17.4576,0.0003,13.9216
2017-07-16,16.6515,18.3441,0.0,21.2342
2017-07-17,8.7522,12.8963,0.0,0.0
2017-07-18,0.691,11.9452,0.0003,0.0
2017-07-19,0.0,0.0,0.0,1.3682
2017-07-20,10.004,8.7177,0.0021,0.0
2017-07-21,0.0,2.215,0.0,0.0
2017-07-22,3.7714,17.2609,0.0,13.6757
2017-07-23,16.9655,6.3041,0.0003,13.5959
2017-07-24,0.0,0.0,0.0,9.6699
2017-07-25,0.0,0.0,0.0002,2.2854
2017-07-26,4.1672,4.7657,0.0,3.023
2017-07-27,2.5378,6.6742,0.0002,4.0171
2017-07-28,0.0,0.0,0.0,4.6267
2017-07-29,8.3639,14.6553,0.0,14.351
2017-07-30,19.1278,20.3748,0.0,13.1617
2017-07-31,4.7738,0.5894,0.0002,2.3569
2017-08-01,0.7958,4.937,0.0,7.0757
2017-08-02,10.7832,3.3058,0.0,7.1812
2017-08-03,0.0,3.4758,0.0002,0.5655
2017-08-04,0.0,0.0,0.0,5.0493
2017-08-05,11.3059,8.6826,0.0,13.7925
2017-08-06,14.5375,9.1578,0.0,14.9348
2017-08-07,2.2908,4.6209,0.0,0.0
2017-08-08,1.2683,2.5718,0.0002,1.5663
2017-08-09,4.4387,1.9859,0.0,9.3851
2017-08-10,3.1237,7.2619,0.0003,9.8435
2017-08-11,15.8796,7.1348,0.0003,9.3372
2017-08-12,14.3547,20.0,0.0,7.5294
2017-08-13,20.3519,13.0892,0.0,13.2192
2017-08-14,6.0508,0.0,0.0,3.1306
2017-08-15,6.2267,7.6612,0.0,0.0
2017-08-16,6.3838,2.5106,0.0,3.6433
2017-08-17,10.9537,8.8721,0.0,6.5692
2017-08-18,10.1749,14.9991,0.0,7.3612
2017-08-19,21.4112,14.6627,0.0,15.373
2017-08-20,15.7481,16.2114,0.0,9.9867
2017-08-21,9.0515,0.0,0.0,3.5129
2017-08-22,2.5561,1.9064,0.0,3.3916
2017-08-23,11.429,7.276,0.0,10.1499
2017-08-24,0.8193,0.0,0.0,5.4848
2017-08-25,11.9143,3.9138,0.0,0.0
2017-08-26,14.5647,15.2694,0.0,16.7605
2017-08-27,7.6116,14.9719,0.0,23.3032
2017-08-28,3.6045,8.1498,0.0,7.5475
2017-08-29,0.0754,5.1528,0.0,6.2183
2017-08-30,7.0312,10.2184,0.0,6.456
2017-08-31,0.0,0.0,0.0,9.1712
2017-09-01,0.0,2.0256,0.0002,6.7242
2017-09-02,5.3178,15.1878,0.0,17.5993
2017-09-03,12.5039,9.4192,0.0,20.1087
2017-09-04,2.6461,19.5469,0.0,9.3572
2017-09-05,0.0,15.8246,0.0,0.0
2017-09-06,7.1875,3.3004,0.0003,4.1709
2017-09-07,7.2057,5.8018,0.0,3.6201
2017-09-08,6.179,4.4743,0.0002,1.3321
2017-09-09,9.9306,11.1975,0.0,18.8947
2017-09-10,14.5269,5.6617,0.0,5.4511
2017-09-11,2.1438,0.0,0.0005,0.0
2017-09-12,0.0,0.0,0.0011,0.0
2017-09-13,9.3661,10.3696,0.0001,0.0
2017-09-14,6.1543,1.192,0.0015,9.2412
2017-09-15,0.2956,0.0,0.0004,0.0
2017-09-16,14.8999,19.2112,0.0,11.8238
2017-09-17,15.8074,9.1567,0.0,19.3054
2017-09-18,0.0,0.0,0.0005,4.6034
2017-09-19,0.1781,1.7544,0.0001,0.0
2017-09-20,0.0,6.014,0.0,4.2826
2017-09-21,0.0,3.229,0.0,2.1695
2017-09-22,0.0,1.8535,0.0,12.277
2017-09-23,23.7539,15.1561,0.0,16.7852
2017-09-24,17.9697,16.7666,0.0,14.0593
2017-09-25,0.0,2.4631,0.0,0.0
2017-09-26,4.2633,0.0,0.0,0.0
2017-09-27,7.9893,1.2229,0.0,0.0
2017-09-28,5.1806,0.0,0.0297,7.4129
2017-09-29,0.8012,0.9085,0.0114,0.5929
2017-09-30,11.5308,12.3622,0.0003,17.5917
2017-10-01,18.2566,27.4624,0.0,22.3367
2017-10-02,2.3889,0.222,0.0203,0.0
2017-10-03,4.979,0.0,0.0006,6.8974
2017-10-04,3.8421,0.0,0.0008,0.9432
2017-10-05,5.3157,2.6648,0.0,2.2432
2017-10-06,0.0,9.0602,0.0002,0.0
2017-10-07,21.3524,11.8182,0.0,10.9898
2017-10-08,15.7535,6.8533,0.0,17.2097
2017-10-09,11.9943,5.7021,0.0002,13.5409
2017-10-10,0.0,0.0,0.0,6.2946
2017-10-11,9.6451,0.0,0.0,7.2929
2017-10-12,2.0365,0.0,0.0,0.0869
2017-10-13,0.0,0.2909,0.0,0.0
2017-10-14,12.346,18.2113,0.0,10.8614
2017-10-15,13.1637,11.3473,0.0,12.3241
2017-10-16,3.1677,0.0,0.0,0.0
2017-10-17,4.2049,1.5194,0.0,0.0
2017-10-18,0.0,2.0124,0.0,0.0
2017-10-19,1.1155,1.7264,0.0003,0.3605
2017-10-20,11.8398,3.3085,0.0,1.7872
2017-10-21,23.4032,18.9847,0.0,16.5777
2017-10-22,16.9471,16.7286,0.0,14.6908
2017-10-23,2.8141,4.892,0.0001,0.0
2017-10-24,3.3466,0.0,0.0,0.0
2017-10-25,5.9092,3.0927,0.0001,0.0
2017-10-26,0.0,5.3343,0.0,0.0
2017-10-27,0.0,4.5421,0.0,3.2277
2017-10-28,6.4225,11.3037,0.0,19.3119
2017-10-29,16.7616,11.4703,0.0,19.4583
2017-10-30,5.0851,0.0,0.0,5.6338
2017-10-31,0.0,4.0961,0.0,0.7464
2017-11-01,9.3111,6.6106,0.0,0.0
2017-11-02,0.0,0.0,0.0148,0.0
2017-11-03,0.0,4.5398,0.0003,0.0
2017-11-04,15.8877,15.3829,0.0,19.7247
2017-11-05,20.001,14.144,0.001,13.8919
2017-11-06,8.7731,0.0,0.0002,0.0
2017-11-07,0.0,4.7528,0.0001,0.0
2017-11-08,6.2636,2.498,0.0,0.0
2017-11-09,1.6565,13.2282,0.0003,2.0642
2017-11-10,2.06,0.0,0.0001,8.2605
2017-11-11,19.1838,17.356,0.0,13.0255
2017-11-12,18.0271,12.1195,0.0,3.5028
2017-11-13,0.0,0.0,0.0001,2.2628
2017-11-14,10.7138,3.2767,0.0004,2.5501
2017-11-15,12.3253,6.1116,0.0003,4.3003
2017-11-16,0.4344,18.1531,0.0002,0.4249
2017-11-17,5.0925,2.1928,0.0,4.2007
2017-11-18,17.2356,9.1146,0.0,15.0962
2017-11-19,16.0688,16.1305,0.0,14.6413
2017-11-20,0.0,0.0,0.0002,4.1162
2017-11-21,0.0,0.3424,0.0,0.0
2017-11-22,0.8783,1.0862,0.0,0.0
2017-11-23,20.6291,18.7385,0.0005,21.6661
2017-11-24,3.4386,5.5887,0.0003,3.5174
2017-11-25,12.9124,12.2476,0.0,18.9002
2017-11-26,18.624,14.0124,0.0,20.896
2017-11-27,0.0,0.0,0.0,3.6222
2017-11-28,6.9539,0.0,0.0004,5.852
2017-11-29,0.0,3.6705,0.0,0.0
2017-11-30,1.0974,0.0,0.0,3.9304
2017-12-01,0.0,1.0404,1.5783,2.1999
2017-12-02,8.2921,9.7896,20.4833,23.1539
